*****************************************************************
Leaves: 1
Total: 3, fails: 3, repeat at: x0

******************************************************************
Leaves: 2
Leaves: 2, i: 15, Add::make(x0, y0) -> Left-associativity with identity: { 0 }
Leaves: 2, i: 17, Mul::make(x0, y0) -> Left-associativity with identity: { 1 }
Leaves: 2, i: 18, Min::make(x0, y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 2, i: 19, Max::make(x0, y0) -> Left-associativity with identity: { -2147483648 }
Total: 30, fails: 26, repeat at: Add::make(x0, k0)

******************************************************************
Leaves: 3
Leaves: 3, i: 19, Max::make(Min::make(x0, k0), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 3, i: 23, Min::make(Max::make(x0, k0), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 3, i: 194, Max::make(Min::make(y0, k0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 3, i: 198, Min::make(Max::make(y0, k0), x0) -> Right-associativity with identity: { 2147483647 }
Total: 300, fails: 296, repeat at: Add::make(Add::make(x0, k0), y0)

******************************************************************
Leaves: 4
Leaves: 4, i: 2834, Max::make(Min::make(Sub::make(k0, x0), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 4, i: 2843, Min::make(Max::make(Sub::make(k0, x0), y0), x0) -> Right-associativity with identity: { 2147483647 }
Total: 9000, fails: 8998, repeat at: Add::make(Add::make(Add::make(x0, k0), y0), x0)

******************************************************************
Leaves: 5
Leaves: 5, i: 25684, Max::make(Min::make(Sub::make(x0, y0), Min::make(y0, k0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 5, i: 28693, Min::make(Max::make(Sub::make(x0, y0), Max::make(y0, k0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 5, i: 37784, Max::make(Min::make(Mul::make(x0, y0), Min::make(y0, k0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 5, i: 42293, Min::make(Max::make(Mul::make(x0, y0), Max::make(y0, k0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 5, i: 48863, Min::make(Sub::make(y0, Min::make(Sub::make(y0, x0), x0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 5, i: 49314, Max::make(Sub::make(y0, Max::make(Sub::make(y0, x0), x0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 5, i: 55844, Max::make(Max::make(Min::make(Sub::make(y0, x0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 5, i: 55933, Min::make(Min::make(Max::make(Sub::make(y0, x0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 5, i: 56863, Min::make(Sub::make(Max::make(Add::make(x0, y0), k0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 5, i: 68834, Max::make(Min::make(Min::make(Mul::make(x0, x0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 5, i: 68943, Min::make(Max::make(Max::make(Mul::make(x0, x0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 5, i: 76344, Max::make(Max::make(Min::make(Mul::make(x0, y0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 5, i: 76433, Min::make(Min::make(Max::make(Mul::make(x0, y0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 5, i: 127763, Min::make(Sub::make(k0, Min::make(Sub::make(k0, x0), y0)), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 5, i: 128214, Max::make(Sub::make(k0, Max::make(Sub::make(k0, x0), y0)), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 5, i: 146634, Max::make(Min::make(Sub::make(k0, Min::make(x0, y0)), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 5, i: 149643, Min::make(Max::make(Sub::make(k0, Max::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 5, i: 158344, Max::make(Max::make(Min::make(Sub::make(x0, y0), y0), x0), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 5, i: 158433, Min::make(Min::make(Max::make(Sub::make(x0, y0), y0), x0), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 5, i: 172463, Min::make(Sub::make(x0, Min::make(Sub::make(x0, y0), k0)), y0) -> Left-associativity with identity: { -1 }
Leaves: 5, i: 172914, Max::make(Sub::make(x0, Max::make(Sub::make(x0, y0), k0)), y0) -> Left-associativity with identity: { -1 }
Leaves: 5, i: 205684, Max::make(Min::make(Sub::make(x0, y0), Min::make(y0, k0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 5, i: 208693, Min::make(Max::make(Sub::make(x0, y0), Max::make(y0, k0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 5, i: 225613, Min::make(Sub::make(Max::make(Add::make(x0, k0), y0), k0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 5, i: 233844, Max::make(Max::make(Min::make(Mul::make(x0, y0), y0), x0), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 5, i: 233933, Min::make(Min::make(Max::make(Mul::make(x0, y0), y0), x0), y0) -> Right-associativity with identity: { 2147483647 }
Leaves: 5, i: 235834, Max::make(Min::make(Min::make(Sub::make(y0, x0), x0), k0), x0) -> Right-associativity with identity: { 0 }
Leaves: 5, i: 235943, Min::make(Max::make(Max::make(Sub::make(y0, x0), x0), k0), x0) -> Right-associativity with identity: { 0 }
Leaves: 5, i: 259363, Min::make(Sub::make(Max::make(Add::make(x0, y0), k0), x0), y0) -> Left-associativity with identity: { 0 }
Total: 270000, fails: 269971, repeat at: Add::make(Add::make(Add::make(Add::make(x0, k0), y0), x0), x0)

******************************************************************
Leaves: 6
^[Leaves: 6, i: 66505, Add::make(Min::make(Sub::make(x0, y0), k0), Max::make(Sub::make(x0, k0), y0)) -> Right-associativity with identity: { -1 }
Leaves: 6, i: 3014043, Min::make(Sub::make(k0, Min::make(Max::make(x0, k0), Sub::make(k0, y0))), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3051054, Max::make(Min::make(Add::make(Min::make(x0, y0), x0), x0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3051818, Min::make(Max::make(Add::make(Max::make(x0, y0), x0), x0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3055999, Max::make(Min::make(Min::make(Mul::make(Mul::make(x0, x0), x0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3056163, Min::make(Max::make(Max::make(Mul::make(Mul::make(x0, x0), x0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3060086, Sub::make(Min::make(Add::make(x0, k0), y0), Min::make(Sub::make(y0, x0), k0)) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3060994, Max::make(Sub::make(Min::make(Add::make(x0, k0), y0), Max::make(x0, k0)), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3067611, Sub::make(Max::make(Add::make(x0, k0), y0), Max::make(Sub::make(y0, x0), k0)) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3069603, Min::make(Add::make(Max::make(Sub::make(x0, Min::make(y0, k0)), y0), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3071449, Max::make(Min::make(Sub::make(Add::make(Min::make(x0, k0), x0), y0), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3073554, Max::make(Min::make(Add::make(Min::make(x0, y0), y0), x0), Add::make(x0, y0)) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3074318, Min::make(Max::make(Add::make(Max::make(x0, y0), y0), x0), Add::make(x0, y0)) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3082713, Min::make(Max::make(Sub::make(Add::make(Max::make(x0, k0), x0), y0), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3089838, Min::make(Max::make(Min::make(Max::make(y0, k0), x0), Min::make(y0, k0)), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3114454, Max::make(Add::make(Min::make(Sub::make(x0, Max::make(y0, k0)), y0), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3118554, Max::make(Min::make(Add::make(Min::make(x0, y0), x0), y0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3119318, Min::make(Max::make(Add::make(Max::make(x0, y0), x0), y0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3134224, Max::make(Min::make(Max::make(Min::make(y0, k0), x0), Max::make(y0, k0)), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3140944, Max::make(Sub::make(k0, Max::make(Min::make(x0, y0), Sub::make(k0, y0))), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3141054, Max::make(Min::make(Add::make(Min::make(x0, y0), y0), y0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3141818, Min::make(Max::make(Add::make(Max::make(x0, y0), y0), y0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3149043, Min::make(Sub::make(k0, Min::make(Max::make(x0, y0), Sub::make(k0, y0))), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3166743, Min::make(Sub::make(y0, Min::make(Sub::make(y0, x0), Sub::make(k0, y0))), x0) -> Right-associativity with identity: { -1 }
Leaves: 6, i: 3167644, Max::make(Sub::make(y0, Max::make(Sub::make(y0, x0), Sub::make(k0, y0))), x0) -> Right-associativity with identity: { -1 }
Leaves: 6, i: 3178863, Min::make(Max::make(Mul::make(Max::make(Min::make(x0, k0), y0), y0), k0), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3186054, Max::make(Min::make(Add::make(Min::make(x0, y0), x0), k0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3186818, Min::make(Max::make(Add::make(Max::make(x0, y0), x0), k0), Add::make(x0, y0)) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3193211, Sub::make(Min::make(Add::make(x0, y0), k0), Min::make(Sub::make(k0, x0), y0)) -> Right-associativity with identity: { 1 }
Leaves: 6, i: 3204486, Sub::make(Max::make(Add::make(x0, y0), k0), Max::make(Sub::make(k0, x0), y0)) -> Right-associativity with identity: { -1 }
Leaves: 6, i: 3208554, Max::make(Min::make(Add::make(Min::make(x0, y0), y0), k0), Add::make(x0, y0)) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3209318, Min::make(Max::make(Add::make(Max::make(x0, y0), y0), k0), Add::make(x0, y0)) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3242014, Max::make(Max::make(Min::make(Sub::make(Sub::make(y0, k0), x0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3242148, Min::make(Min::make(Max::make(Sub::make(Sub::make(y0, k0), x0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3247699, Max::make(Min::make(Sub::make(Min::make(x0, k0), Min::make(x0, y0)), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3249949, Max::make(Min::make(Sub::make(Max::make(x0, k0), Min::make(x0, y0)), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3256279, Max::make(Add::make(Min::make(Sub::make(y0, x0), x0), Min::make(x0, y0)), y0) -> Left-associativity with identity: { -2 }
Leaves: 6, i: 3272014, Max::make(Max::make(Min::make(Sub::make(Min::make(y0, k0), x0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3272148, Min::make(Min::make(Max::make(Sub::make(Min::make(y0, k0), x0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3283653, Min::make(Add::make(Sub::make(Max::make(x0, y0), Min::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3287014, Max::make(Max::make(Min::make(Sub::make(Max::make(y0, k0), x0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3287148, Min::make(Min::make(Max::make(Sub::make(Max::make(y0, k0), x0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3299838, Min::make(Max::make(Min::make(Max::make(x0, y0), k0), Min::make(x0, y0)), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3301279, Max::make(Add::make(Min::make(Sub::make(y0, x0), k0), Min::make(x0, y0)), y0) -> Left-associativity with identity: { 1 }
Leaves: 6, i: 3315213, Min::make(Max::make(Sub::make(Min::make(x0, k0), Max::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3317463, Min::make(Max::make(Sub::make(Max::make(x0, k0), Max::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3323928, Min::make(Add::make(Max::make(Sub::make(y0, x0), x0), Max::make(x0, y0)), y0) -> Left-associativity with identity: { 2 }
Leaves: 6, i: 3340713, Min::make(Max::make(Sub::make(k0, Max::make(Min::make(y0, k0), x0)), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3348904, Max::make(Add::make(Sub::make(Min::make(x0, y0), Max::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3366724, Max::make(Min::make(Max::make(Min::make(x0, y0), k0), Max::make(x0, y0)), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3367699, Max::make(Min::make(Sub::make(k0, Min::make(Max::make(y0, k0), x0)), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3368928, Min::make(Add::make(Max::make(Sub::make(y0, x0), k0), Max::make(x0, y0)), y0) -> Left-associativity with identity: { -1 }
Leaves: 6, i: 3377718, Min::make(Sub::make(Max::make(Add::make(x0, y0), Mul::make(y0, k0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3390514, Max::make(Max::make(Min::make(Add::make(Mul::make(x0, x0), y0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3390648, Min::make(Min::make(Max::make(Add::make(Mul::make(x0, x0), y0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3421293, Min::make(Sub::make(Max::make(Add::make(x0, k0), y0), Min::make(y0, k0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3432243, Min::make(Sub::make(y0, Min::make(Sub::make(Min::make(y0, k0), x0), x0)), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3432543, Min::make(Sub::make(k0, Min::make(Sub::make(Min::make(y0, k0), x0), x0)), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3436218, Min::make(Sub::make(Max::make(Add::make(Max::make(x0, y0), y0), k0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3448368, Min::make(Sub::make(Max::make(x0, k0), Min::make(Sub::make(x0, y0), k0)), y0) -> Left-associativity with identity: { -1 }
Leaves: 6, i: 3452868, Min::make(Sub::make(Max::make(x0, y0), Min::make(Sub::make(x0, y0), k0)), y0) -> Left-associativity with identity: { -1 }
Leaves: 6, i: 3456124, Max::make(Min::make(Add::make(Min::make(x0, y0), x0), Sub::make(y0, x0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3456888, Min::make(Max::make(Add::make(Max::make(x0, y0), x0), Sub::make(y0, x0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 3457069, Max::make(Sub::make(Min::make(x0, k0), Max::make(Sub::make(x0, y0), k0)), y0) -> Left-associativity with identity: { 1 }
Leaves: 6, i: 3461569, Max::make(Sub::make(Min::make(x0, y0), Max::make(Sub::make(x0, y0), k0)), y0) -> Left-associativity with identity: { 1 }
Leaves: 6, i: 3471093, Min::make(Sub::make(Add::make(Max::make(x0, k0), x0), Min::make(y0, k0)), x0) -> Right-associativity with identity: { 1 }
Leaves: 6, i: 3507663, Min::make(Max::make(Max::make(Min::make(Mul::make(x0, y0), y0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3508999, Max::make(Min::make(Min::make(Max::make(Mul::make(x0, y0), y0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3510994, Max::make(Sub::make(Min::make(Add::make(x0, k0), y0), Max::make(y0, k0)), x0) -> Right-associativity with identity: { -1 }
Leaves: 6, i: 3523144, Max::make(Sub::make(y0, Max::make(Sub::make(Max::make(y0, k0), x0), x0)), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3523444, Max::make(Sub::make(k0, Max::make(Sub::make(Max::make(y0, k0), x0), x0)), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3545824, Max::make(Min::make(Min::make(Mul::make(x0, x0), x0), Add::make(y0, k0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3545988, Min::make(Max::make(Max::make(Mul::make(x0, x0), x0), Add::make(y0, k0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3559594, Max::make(Sub::make(Add::make(Min::make(x0, k0), x0), Max::make(y0, k0)), x0) -> Right-associativity with identity: { 1 }
Leaves: 6, i: 3647074, Max::make(Min::make(Min::make(Mul::make(x0, x0), x0), Sub::make(y0, k0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3647238, Min::make(Max::make(Max::make(Mul::make(x0, x0), x0), Sub::make(y0, k0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3651199, Max::make(Min::make(Sub::make(k0, Add::make(Min::make(x0, y0), x0)), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3684963, Min::make(Max::make(Sub::make(k0, Add::make(Max::make(x0, y0), x0)), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3732663, Min::make(Max::make(Max::make(Min::make(Mul::make(x0, x0), k0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3733999, Max::make(Min::make(Min::make(Max::make(Mul::make(x0, x0), k0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3737718, Min::make(Sub::make(Max::make(Add::make(x0, y0), Sub::make(k0, y0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3753130, Add::make(Min::make(Sub::make(x0, k0), y0), Max::make(Sub::make(x0, y0), k0)) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3840514, Max::make(Max::make(Min::make(Add::make(Mul::make(x0, y0), k0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3840648, Min::make(Min::make(Max::make(Add::make(Mul::make(x0, y0), k0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3845148, Min::make(Min::make(Max::make(Min::make(Mul::make(x0, y0), k0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 3846514, Max::make(Max::make(Min::make(Max::make(Mul::make(x0, y0), k0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 3890449, Max::make(Min::make(Sub::make(Max::make(Add::make(x0, y0), k0), x0), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3890463, Min::make(Max::make(Sub::make(Max::make(Add::make(x0, y0), k0), x0), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3924199, Max::make(Min::make(Sub::make(Max::make(Min::make(x0, y0), k0), x0), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3933213, Min::make(Max::make(Sub::make(Min::make(Max::make(x0, y0), k0), x0), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 3941449, Max::make(Min::make(Sub::make(k0, Min::make(Sub::make(k0, x0), x0)), y0), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 3941463, Min::make(Max::make(Sub::make(k0, Min::make(Sub::make(k0, x0), x0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3948199, Max::make(Min::make(Sub::make(k0, Max::make(Sub::make(k0, x0), x0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 3948213, Min::make(Max::make(Sub::make(k0, Max::make(Sub::make(k0, x0), x0)), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 4061718, Min::make(Sub::make(Max::make(Min::make(x0, k0), Add::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4076718, Min::make(Sub::make(Max::make(Min::make(y0, k0), Add::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4106718, Min::make(Sub::make(Max::make(Min::make(x0, y0), Add::make(x0, y0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4107274, Max::make(Min::make(Sub::make(Min::make(y0, k0), x0), Add::make(x0, y0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 4108788, Min::make(Max::make(Sub::make(Max::make(y0, k0), x0), Add::make(x0, y0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 4116505, Add::make(Min::make(Sub::make(x0, y0), k0), Max::make(Sub::make(x0, k0), y0)) -> Right-associativity with identity: { -1 }
Leaves: 6, i: 4167274, Max::make(Min::make(Sub::make(Min::make(x0, y0), k0), Add::make(x0, k0)), x0) -> Right-associativity with identity: { -1 }
Leaves: 6, i: 4168788, Min::make(Max::make(Sub::make(Max::make(x0, y0), k0), Add::make(x0, k0)), x0) -> Right-associativity with identity: { 7720 }
Leaves: 6, i: 4186279, Max::make(Add::make(Min::make(Sub::make(x0, k0), y0), Min::make(x0, k0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4188588, Min::make(Max::make(Min::make(Max::make(x0, k0), y0), Min::make(x0, k0)), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 4202014, Max::make(Max::make(Min::make(Sub::make(Add::make(k0, y0), x0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4202148, Min::make(Min::make(Max::make(Sub::make(Add::make(k0, y0), x0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4209514, Max::make(Max::make(Min::make(Sub::make(y0, Min::make(x0, k0)), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4209648, Min::make(Min::make(Max::make(Sub::make(y0, Min::make(x0, k0)), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4217014, Max::make(Max::make(Min::make(Sub::make(Sub::make(k0, y0), x0), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4217148, Min::make(Min::make(Max::make(Sub::make(Sub::make(k0, y0), x0), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4231428, Min::make(Add::make(Max::make(Sub::make(x0, k0), y0), Max::make(x0, k0)), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4232974, Max::make(Min::make(Max::make(Min::make(x0, k0), y0), Max::make(x0, k0)), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 4254514, Max::make(Max::make(Min::make(Sub::make(y0, Max::make(x0, k0)), x0), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4254648, Min::make(Min::make(Max::make(Sub::make(y0, Max::make(x0, k0)), x0), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4268779, Max::make(Add::make(Min::make(Sub::make(y0, x0), x0), Min::make(x0, k0)), y0) -> Left-associativity with identity: { -1 }
Leaves: 6, i: 4277718, Min::make(Sub::make(Max::make(Add::make(x0, y0), Mul::make(x0, x0)), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4293213, Min::make(Max::make(Sub::make(Min::make(Sub::make(y0, x0), x0), y0), y0), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 4295149, Max::make(Min::make(Max::make(Min::make(Mul::make(x0, k0), y0), x0), k0), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4295449, Max::make(Min::make(Sub::make(Max::make(Sub::make(y0, x0), x0), y0), y0), x0) -> Right-associativity with identity: { -2147483647 }
Leaves: 6, i: 4296153, Min::make(Add::make(Sub::make(Max::make(x0, y0), Min::make(x0, k0)), y0), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 4296513, Min::make(Max::make(Min::make(Max::make(Mul::make(x0, k0), y0), x0), k0), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4313779, Max::make(Add::make(Min::make(Sub::make(y0, x0), k0), Min::make(x0, k0)), y0) -> Left-associativity with identity: { 1 }
Leaves: 6, i: 4320919, Max::make(Sub::make(Min::make(Add::make(Min::make(x0, y0), x0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4334013, Min::make(Max::make(Min::make(Max::make(Mul::make(y0, k0), y0), x0), k0), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4336218, Min::make(Sub::make(Max::make(Add::make(Max::make(x0, y0), x0), x0), y0), x0) -> Right-associativity with identity: { 0 }
Leaves: 6, i: 4336428, Min::make(Add::make(Max::make(Sub::make(y0, x0), x0), Max::make(x0, k0)), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 4361404, Max::make(Add::make(Sub::make(Min::make(x0, y0), Max::make(x0, k0)), y0), y0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 4362649, Max::make(Min::make(Max::make(Min::make(Sub::make(k0, y0), y0), x0), k0), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4364013, Min::make(Max::make(Min::make(Max::make(Sub::make(k0, y0), y0), x0), k0), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4381428, Min::make(Add::make(Max::make(Sub::make(y0, x0), k0), Max::make(x0, k0)), y0) -> Left-associativity with identity: { -1 }
Leaves: 6, i: 4400149, Max::make(Min::make(Max::make(Min::make(Sub::make(x0, y0), y0), x0), k0), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4401513, Min::make(Max::make(Min::make(Max::make(Sub::make(x0, y0), y0), x0), k0), y0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4411279, Max::make(Add::make(Min::make(Sub::make(x0, k0), y0), Min::make(y0, k0)), x0) -> Right-associativity with identity: { 2147483647 }
Leaves: 6, i: 4435264, Max::make(Max::make(Min::make(Sub::make(x0, y0), Min::make(y0, k0)), x0), y0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4447695, Add::make(Min::make(Sub::make(k0, Min::make(Sub::make(k0, y0), y0)), y0), x0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 4447699, Max::make(Min::make(Sub::make(k0, Min::make(Sub::make(k0, y0), y0)), y0), x0) -> Left-associativity with identity: { -2147483648 }
Leaves: 6, i: 4454460, Add::make(Max::make(Sub::make(k0, Max::make(Sub::make(k0, y0), y0)), y0), x0) -> Left-associativity with identity: { 0 }
Leaves: 6, i: 4454463, Min::make(Max::make(Sub::make(k0, Max::make(Sub::make(k0, y0), y0)), y0), x0) -> Left-associativity with identity: { 2147483647 }
Leaves: 6, i: 4456428, Min::make(Add::make(Max::make(Sub::make(x0, k0), y0), Max::make(y0, k0)), x0) -> Right-associativity with identity: { -2147483648 }
Leaves: 6, i: 4475149, Max::make(Min::make(Max::make(Min::make(Sub::make(k0, x0), y0), x0), k0), y0) -> Left-associativity with identity: { -2147483648 }
